title,address,description,date,seller,price,image
3 bedroom flat for sale,"Royal Court House, London, SW1X","A stunning three bedroom apartment overlooking the whole of Cadogan Place gardens with access for a yearly fee. The property has been totally refurbished throughout with three double bedrooms and three bathrooms, two being en suite. The master suite has built in storage and large window...",10/12/2019,"Chatterton Rees , London","£5,850,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/161k/160349/87385553/160349_29326621_IMG_30_0000_max_476x317.jpg
3 bedroom house for sale,"Sloane Square, London, SW1W",A beautifully refurbished three bedroom lateral apartment with a direct view over the famous Sloane Square. The property has almost 1900sqft with a large reception room with separate dining area that leads on to a very well equipped kitchen. The added extras are of the highest quality s...,10/12/2019,"Chatterton Rees , London","£5,850,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/161k/160349/87385550/160349_29326623_IMG_01_0000_max_476x317.jpg
3 bedroom flat for sale,"Cornwall Gardens, South Kensington, London","A stunning and beautifully appointed first and second floor triple-aspect maisonette comprising three double bedrooms, two bathrooms, a balcony with uninterrupted views over the gardens, a 22 ft. private roof terrace and the benefit of a lift.",08/11/2019,"Strutt & Parker, South Kensington","£5,850,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/155k/154907/75392584/154907_SOK170068_IMG_01_0000_max_476x317.jpg
3 bedroom flat for sale,"Cornwall Gardens, South Kensington, London, SW7","A 3 bedroom apartment for sale in Cornwall Gardens, SW7, South Kensington This newly refurbished 3 bedroom apartment is spread over the first and second floors of a lovely period conversion, overlooking a popular garden square. This property has been recently refurbished with a triple aspect ro...",29/10/2019,"Knight Frank, South Kensington","£5,850,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/76k/75670/86075501/75670_STK180151_IMG_01_0000_max_476x317.jpg
4 bedroom flat for sale,"Harley House, Marylebone Road, London",A wonderful opportunity to acquire an exceptional lateral apartment (3085 sq feet/ 286 sq m) with high ceilings situated on the second floor of this prestigious period building located. The apartment offers excellent entertaining space comprising of two large reception rooms as well a...,25/03/2019,"Sandfords, Regents Park","£5,850,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/46k/45144/61197594/45144_RGP190001_IMG_09_0000_max_476x317.jpg
7 bedroom detached house for sale,"Fitzroy Park, Highgate, London, N6","Situated on one of North London’s most prestigious roads, is this substantial detached house which has been finished to a high specification throughout. ",05/05/2019,"Savills, Hampstead","£5,850,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/49k/48928/83474063/48928_HAH170250_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,"392 Rotherhithe Street, Rotherhithe, SE16","Stunning two double bedroom duplex apartment with large private terrace and secure allocated parking, set over the upper floors of the prestigious 3NINE2 development and offering over 1,100sqft of beautifully designed accommodation. Offered to the market with long lease and no onward chain, the...",01/12/2019,"Purplebricks, covering London","£675,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151079/66744789/151079_843685-1_IMG_01_0000_max_476x317.jpg
4 bedroom flat for sale,"Prince Albert Road, St John's Wood, London, NW8 ","A magnificent apartment situated on the 2nd floor of this prestigious block located directly opposite Regent's Park. The apartment which is in excellent condition has been designed to create four bedrooms, three bathrooms (two en suite), drawing room, dining room, eat-in kitchen, utility, cloakro...",22/10/2019,"Arlington Residential, London","£5,800,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/196k/195398/65915448/195398_29196504_IMG_01_0000_max_476x317.jpg
3 bedroom penthouse for sale,"Upper Street, London, N1","Defined by a lavish lateral sweep, this Penthouse remaining at ISQ includes an expanse of up to nearly 235 square metres / 2,550 square foot over one level, creating a breathtaking setting. The space flows from the front door through floor-to ceiling windows to a perimeter roof terrace.",04/05/2019,"PER Westray, Hackney","£5,800,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/151k/150872/81473630/150872_PERW3425_IMG_01_0000_max_476x317.jpg
4 bedroom apartment for sale,"North Gate, Prince Albert Road, London, NW8",A Magnificent apartment situated on the 2nd floor of this prestigious block located directly opposite Regent's Park,04/08/2019,"Savills, St John's Wood & Regent's Park","£5,800,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/79k/78202/64170777/78202_STS190124_IMG_01_0000_max_476x317.jpg
2 bedroom flat for sale,"Sydney Street, Chelsea, London, SW3","An impressive 3rd floor, 2 bedroom lateral apartment with a west facing terrace in a beautifully designed building, situated right in the heart of Chelsea. The property comes with a 129sq.ft terrace and a secure parking space.",16/05/2019,"John D Wood & Co. Sales, Chelsea Green","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/669/83808464/669_CST180255_IMG_02_0000_max_476x317.jpg
3 bedroom house for sale,"Kensington Square,London,W8","Fantastically presented Grade II listed house is spread across approximately 4,007 sq ft in the highly sought after garden square nestled in the heart of Kensington.",04/10/2019,"Thackerays, London","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/40k/39899/35003356/39899_KensingtonSquare_IMG_05_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Elm Park Road, London",An excellent white stucco semi-detached villa with a stunning south facing garden and fabulous clear views at the front.,12/10/2019,"Strutt & Parker, Fulham Road","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/53k/52788/65700744/52788_LCD982229_IMG_01_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Kensington Square, Kensington, London, W8","A charming Grade II listed Georgian house superbly situated on one of Kensington's finest garden squares. Approached through a pretty south facing garden, this wisteria clad house has terrific entertaining space on the ground and first floors. ",03/10/2019,"Chestertons Estate Agents , Kensington High Street","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/32k/31605/85366601/31605_KEN120118_IMG_01_0000_max_476x317.jpg
Property for sale,"Sydney Street, Chelsea, London, SW3","100 Sydney Street is a boutique development of eight impressive lateral apartments in a beautifully designed building, situated right in the heart of Chelsea. Each apartment is finished to an exquisite standard, with generous rooms enjoying exceptional natural light from floor to ceiling windows....",25/09/2019,"John D Wood & Co. Sales, Chelsea Green",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/669/74361052/669_CST180248_IMG_01_0000_max_476x317.jpg
6 bedroom detached house for sale,"Roedean Crescent, Richmond, London, SW15","6 bedroom family house for sale in SW15, close to Richmond Park Roedean House is a stunning detached family house standing on a large plot in this highly desirable location close to Richmond Park. The property is arranged over three floors only and extends to approximately 6942 sq ft (645 sq m) ...",25/02/2019,"Knight Frank, Richmond","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/29k/28836/55989336/28836_RCH150129_IMG_15_0000_max_476x317.jpg
4 bedroom apartment for sale,"Cleveland Square, W2","A fantastic opportunity to purchase this unique stucco-fronted, four bedroom apartment (3,898sq ft / 362sq m) on a beautiful garden square with its own private swimming pool. In brief this stunning apartment comprises its own private entrance through to a formal reception and dining room, separa...",19/06/2019,"Harrods Estates, Mayfair","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/120k/119029/63144540/119029_MAY190027_IMG_01_0000_max_476x317.jpg
5 bedroom semi-detached house for sale,"Glenilla Road, Belsize Park, London, NW3","An outstanding opportunity to purchase a sophisticated semi-detached family home (378.1sq m/4,070sq ft) in this wide tree lined road. The property offers the very best in contemporary lateral living space with the principal accommodation arranged over two floors and the main entertaining spaces l...",18/05/2019,"Aston Chase, London","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/85k/84235/59402796/84235_RGS190008_IMG_01_0000_max_476x317.jpg
4 bedroom terraced house for sale,"Wellington Square, Chelsea, London, SW3",An elegant and beautifully presented 5 bedroom Grade II Listed family house with an open aspect over the ornamental gardens of Wellington Square.,16/05/2019,"John D Wood & Co. Sales, Chelsea Green","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/669/70956235/669_CST140036_IMG_01_0000_max_476x317.jpg
3 bedroom apartment for sale,"Hyde Park Square, Hyde Park","An outstanding three bedroom lateral flat, occupying approximately 1,940 sq ft, on the second floor of this beautiful stucco fronted building, with wonderful views over Hyde Park Square.",12/12/2016,"Manors, London - Sales","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/86k/85331/43721589/85331_BAK140478_IMG_32_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Kensington Square, London, W8","An outstanding flat fronted Georgian family home situated on one of Kensington's premier streets. This beautiful Grade II listed, south facing house boasts luxurious living and entertaining space throughout with uninterrupted direct views over Kensington's finest garden squares,",04/10/2019,"RE/MAX Central, Westminster","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/46k/45920/65546967/45920_10076_IMG_01_0000_max_476x317.jpg
3 bedroom flat for sale,"Fountain House, Park Street, Mayfair, London, W1K","Flooded with natural light, this well presented and contemporary style apartment on the third floor of a well-managed apartment block with views overlooking Park Lane and Mount Street, offers fantastic living space in a prime Mayfair location. ",24/10/2019,"Chestertons Estate Agents , Mayfair","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/32k/31623/73333571/31623_MAY180014_IMG_51_0000_max_476x317.jpg
4 bedroom house for sale,"Trevor Square, SW7","This classic London townhouse has been meticulously remodelled and interior-designed behind the front façade to an exceptional standard to create a light and spacious contemporary home, with state-of-the-art technology. It offers a perfect balance of well proportioned reception space; exce...",26/10/2018,"Harrods Estates, Knightsbridge","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/136k/135008/50833452/135008_KNI170086_IMG_11_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Kensington Square, London, W8","A very handsome flat-fronted, Grade II Georgian house, located on Kensington's oldest and premier garden square.",04/10/2019,"Hamptons International Sales, Kensington","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/38k/37922/68292542/37922_KEN120121_IMG_34_0000_max_476x317.jpg
5 bedroom duplex for sale,West Heath Road Hampstead NW3,"Situated in a modern, secure, gated development is this luxury, extremely spacious (4,300 sq ft) and beautifully presented five bedroom, five bathroom, duplex apartment",30/05/2019,"Heathgate, London","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/52k/51753/82221704/51753_33471_IMG_01_0000_max_476x317.jpg
Property for sale,"Spring Street, Paddington, W2","Mixed Use Investment - Income Producing - Fully Let - Commercial Unit A1/A"" - 6 Residential Apartments - Freehold - Prime Paddington location - Imminent Arrival of Crossrail",17/10/2019,"LDG, London","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/51k/50021/85700516/50021_101588006666_IMG_01_0000_max_476x317.jpg
5 bedroom house for sale,"Kensington Square, London, W8",A handsome grade ll listed house with four bedrooms and five bathrooms situated on one of Kensington's most sought after garden squares.,04/10/2019,"Dominic London, South Kensington","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/77k/76822/63731716/76822_1000941838_IMG_12_0000_max_476x317.png
4 bedroom terraced house for sale,"Campden Hill Square, London, W8",Planning for demolition and new build replacement.,17/10/2019,"Savills, Kensington","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/49k/48934/85688009/48934_KEH190043_IMG_01_0000_max_476x317.jpg
4 bedroom terraced house for sale,"Kensington Square, Kensington, London, W8","A charming Georgian home with direct views over one of Kensington's premier squares. This red brick terraced house offers slightly over 4,000 sq.ft. across five floors and has wonderful views over Kensington Square.",04/10/2019,"Harding Green, London","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/182k/181964/69789898/181964_HAG190024_IMG_01_0000_max_476x317.jpg
5 bedroom town house for sale,"Kensington Square, High Street Kensington, London W8","Located on this wonderful garden square is this handsome 5 bedroom, 5 bathroom Grade II period property which offers extensive accommodation. Very close to High Street Kensington and Kensington Gardens.",30/11/2019,"Interlet international lettings, London","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/77k/76342/84967847/76342_102111001573_IMG_01_0000_max_476x317.jpg
4 bedroom terraced house for sale,"Drayton Gardens, London, SW10",A beautifully presented Grade II listed family house with the benefit of off-street parking to the front and a 43 ft garden to the rear. The property has been recently modernised and extremely well maintained by the current owners and has perfectly blended contemporary style with the period chara...,25/10/2019,"John D Wood & Co. Sales, South Kensington","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/17k/16223/65992419/16223_SKN150193_IMG_01_0000_max_476x317.jpg
3 bedroom flat for sale,"Lancaster Gate, Lancaster Gate, London, W2","Boasting a stunning location moments from Hyde Park, this fantastic 3 bedroom flat offers an expansive reception room, well-equipped kitchen and is within easy reach of a superb range of amenities in Londons West End.",13/12/2019,"Foxtons, Notting Hill","£1,150,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/16k/15945/76165063/15945_1120220_IMG_03_0000_max_476x317.jpg
4 bedroom town house for sale,"Ladbroke Road, London, W11","Originally part of the Mercury Theatre in 1933, this elegant four-bedroom stucco fronted house has been totally transformed by Cubic Studios to create a unique, modern and inspiring family home. ",26/07/2019,"Domus Nova, Notting Hill","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/29k/28746/83579993/28746_Ladbrokeroaddomusnova_IMG_00_0000_max_476x317.jpg
4 bedroom terraced house for sale,"Kensington Square, Kensington, London, W8",An elegant Georgian Grade II listed freehold house positioned in one of Kensington's most sought-after squares. This four bedroom five bathroom home offers versatile living over five floors with an impressive first floor drawing room with views over the communal garden square and a spacious kitc...,04/10/2019,"YOUhome, London - Sales","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/106k/105218/69053617/105218_NOT180175_IMG_01_0000_max_476x317.jpg
3 bedroom penthouse for sale,"Principal Place, , Upper House, Shoreditch, London, UK, EC2A","Moving City offers this glorious new Three bedroom Three bathroom Penthouse apartment (2080 Sq. Ft.) facing North, West & South in Principal Tower, London EC2. Just moments away from Shoreditch High Street. The development benefits from a residents’ gym, spa, screening room, lap pool an...",10/10/2017,"Moving City, London","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/62k/61607/61157946/61607_MOC170400_IMG_06_0000_max_476x317.jpg
4 bedroom terraced house for sale,"Bourlet Close, Fitzrovia, London, W1W","A freehold mews house with swimming pool, patio, roof terrace and garage in a centrally situated mews in Fitzrovia. Four Bedrooms with Ensuite Bathrooms, Reception Room, Dining Room, Kitchen / Breakfast Room, Swimming Pool, Jacuzzi, Sauna, Garage, Office / Bedroom 5, Two Guest WCs, Uti...",02/10/2019,"Hamptons International Sales, Paddington","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/38k/37937/85310135/37937_PAD180184_IMG_01_0000_max_476x317.jpg
4 bedroom terraced house for sale,"Trevor Square, London, SW7",A key late Georgian Grade II listed freehold townhouse situated in a prime position on the western side of Trevor Square. ,28/06/2019,"Savills, Knightsbridge","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/26k/25602/83477078/25602_SLH170035_IMG_01_0000_max_476x317.jpg
4 bedroom terraced house for sale,"Kensington Square, London, W8",A well presented Grade II listed family house of approximately 4000 sq ft. The house is south facing and overlooks Kensington Square. It has excellent entertaining space with a first floor drawing room and good sized dining room along with a cinema.,07/10/2019,"Carter Jonas, Holland Park","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/49k/48570/83639207/48570_CHE130013_IMG_01_0000_max_476x317.jpg
4 bedroom apartment for sale,Wren House 190 Strand London,"A fantastic opportunity to purchase a completed four bedroom apartment situated in a exciting new development Wren House, 190 The Strand. Parking included. The property has been finished to the highest specification and consists of four bedrooms, four bathrooms with an open plan living area, al...",07/08/2019,"JLL, London","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/213k/212384/73392811/212384_P64911_IMG_02_0000_max_476x317.jpg
4 bedroom house for sale,"Trevor Square, London, SW7","A key late Georgian Grade II listed freehold townhouse situated in a prime position on the western side of Trevor Square. Trevor Square is quietly tucked away in the heart of Knightsbridge, conveniently situated close to the open space of Hyde Park. The property is moments from the first clas...",15/07/2019,"Beauchamp Estates, London","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/184k/183887/72912658/183887_1001578283_IMG_01_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Kensington Square, London, W8","This Grade II listed Georgian family home overlooks a highly desirable garden square in the heart of Kensington. Spanning over 4,000 square feet, the house benefits from a beautiful 39 ft, first floor south facing drawing room overlooking the gardens and a large, kitchen/breakfast room leading on...",04/10/2019,"Pastor Real Estate , Chelsea","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/185k/184634/72983158/184634_MAY190008_IMG_01_0000_max_476x317.jpg
3 bedroom penthouse for sale,"Principal Tower, Shoreditch","Fifty storeys high and designed by renowned architects Foster and Partners, Principal Tower is an architectural landmark of merit on London's iconic skyline, desirably situated between the City and fashionable Shoreditch.",19/11/2019,"The Cloister, London","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/52k/51305/86778296/51305_5679_IMG_07_0000_max_476x317.jpg
4 bedroom terraced house for sale,"Trevor Square, Knightsbridge, London, SW7","Immaculate 4 bedroom Knightsbridge house with south west facing garden A key Georgian Grade II listed townhouse situated in a prime position in Knightsbridge with beautiful views over the garden square. Approximately 203 sq m (2,187 sq ft). EPC: D 
Trevor Square is quietly tucked away in th...",26/10/2018,"Knight Frank, Knightsbridge","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65827/74564705/65827_SLA170115_IMG_14_0003_max_476x317.jpg
4 bedroom house for sale,"Kensington Square, Kensington","A beautiful Georgian townhouse arranged over five floors with four bedrooms, four bathrooms and three reception rooms. The property has a York stone flagged front garden.",04/10/2019,"Dexters, Knightsbridge & South Kensington","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/163k/162437/73573480/162437_29022888_IMG_05_0000_max_476x317.jpg
3 bedroom house for sale,"Eaton Row, Belgravia, London, SW1W","Double fronted freehold mews house with terrace for sale in Belgravia, SW1 A wide, low built mews house situated in this quiet cul-de-sac address located just off Eaton Square. Approximately 269 sq m (2,896 sq ft). EPC: G. The property benefits from having the principal living and entertaining...",22/11/2019,"Knight Frank, Belgravia, covering Westminster","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/95k/94745/62217604/94745_BGV170057_IMG_14_0009_max_476x317.jpg
5 bedroom terraced house for sale,"Halsey Street, London, SW3",IMMACULATE FAMILY ACCOMMODATION IN A QUIET PRIME LOCATION WITH A CHARMING GARDEN.,28/10/2019,"Alexander Millett , London","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/215k/214526/86041031/214526_halsey_IMG_09_0000_max_476x317.jpg
4 bedroom house for sale,"Ladbroke Road, London, W11",A magnificent period townhouse in a prime position on Ladbroke Road.,26/07/2019,"Mountgrange Heritage, Notting Hill","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/33k/32235/73185661/32235_25486_IMG_18_0000_max_476x317.jpg
4 bedroom maisonette for sale,"Cleveland Square, Bayswater, London, W2","A stunning interior designed maisonette located on one of Bayswater's finest private garden squares. Accommodation comprises: grand double reception room, luxurious master bedroom suite, three further ensuite bedrooms, further reception room and private swimming pool with sauna. Share of Freehold.",16/06/2019,"Hamptons International Sales, Paddington","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/38k/37937/72319180/37937_PAD150129_IMG_01_0000_max_476x317.jpg
3 bedroom penthouse for sale,"Principal Place, Worship Street, City of London, London, EC2A","Principal Tower enjoys a prestigious location, the heart of the City of London and Shoreditch, the trend-setting capital of the world. The Tower benefits from five major transport hubs within walking distance. City Airport is an additional asset, being less than 30 minutes away. Leasehold wi...",12/08/2019,"Frank Harris, City, Barbican & Clerkenwell","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/72k/71134/73505638/71134_BAR190042_IMG_01_0000_max_476x317.jpg
6 bedroom detached house for sale,"Roedean Crescent, Putney, London, SW15","A sensational, detached family home with garden and swimming pool, backing on to Palewell Common.",11/03/2019,"Savills, Putney","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/49k/48955/73060768/48955_PUS190044_IMG_12_0000_max_476x317.jpg
7 bedroom house for sale,"Netherhall Gardens, Hampstead, NW3","A substantial and handsome 6-8 double bedroom detached family residence of 6,016 sqft (558.9 sqm), built circa 1909 and located on this sought after tree lined road of Hampstead. This desirable property has been well maintained and retains numerous period features, with the well-proporti...",21/06/2018,"TK International, Hampstead","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/67k/66289/53843322/66289_27770550_IMG_02_0000_max_476x317.jpg
3 bedroom house for sale,"Kensington Square, Kensington, London, W8",This five bedroom house is located on Kensington Square which is just off Kensington High Street. The house’s original features include a wonderful 39ft first floor drawing room overlooking the square gardens. ,04/10/2019,"John D Wood & Co. Sales, Kensington","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/675/67917899/675_KCS131654_IMG_07_0000_max_476x317.jpg
1 bedroom flat for sale,"One Hyde Park, Knightsbridge, London","With its beautifully designed reception and dining room, bespoke Bulthaup kitchen and king-size bedroom suite with Italian marble bathroom and extensive wardrobe space, this one bedroom residence is the ultimate London pied-a-terre.",02/11/2017,"Strutt & Parker, Knightsbridge","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/45k/44264/51441657/44264_SLN170114_IMG_01_0001_max_476x317.jpg
3 bedroom mews house for sale,"Eaton Row, Belgravia, London, SW1W","A wide, low built mews house situated in a quiet cul de sac just off Eaton Square.",27/11/2019,"Savills, Sloane Street","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/49k/48943/75840988/48943_KNH170036_IMG_02_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Halsey Street, London, SW3",IMMACULATE FAMILY ACCOMMODATION IN A QUIET PRIME LOCATION WITH A CHARMING GARDEN.,22/10/2019,"Savills, Knightsbridge","£5,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/26k/25602/85869899/25602_KNF190185_IMG_01_0000_max_476x317.jpg
5 bedroom mews house for sale,"Clabon Mews, London, SW1X",A well-proportioned freehold Mews house in an excellent location with the benefit of a large garage.,14/10/2018,"Savills, Sloane Street","£5,700,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/49k/48943/73061584/48943_CLI172579_IMG_01_0000_max_476x317.jpg
5 bedroom detached house for sale,"Silverdale Drive, London, SE9","GUIDE PRICE £925,000 - £950,000. Located in a quiet cul-de-sac just off Court Farm Road and only a short walk away from Eltham College is this spacious and well-presented five bedroom detached house.",06/12/2019,"Winkworth, Chislehurst","£925,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/94k/93773/82682510/93773_CHS190133_IMG_01_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Kavan Gardens, Hounslow","There are 9 available properties in total which can be brought individually, alternatively all 9 properties can be brought at a fixed price of £5.7 million (negotiable), call the office to discuss this in further detail. Hiltons brings to the market these newly built modern 5 bedroom three...",19/01/2019,"Hiltons Estates, Southall","£5,700,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96523/59629266/96523_102765000749_IMG_01_0000_max_476x317.jpg
2 bedroom flat for sale,"Cork Street, Mayfair, London, W1S","A beautifully presented two bedroom apartment within a Mayfair development Located in the heart of Mayfair, Burlington Gate provides a selection of galleries and high quality residential apartments within one of the first newly constructed buildings in the area. Moments from the Royal Academy o...",05/04/2018,"Knight Frank, Mayfair","£5,675,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65815/72421202/65815_WER170112_IMG_10_0001_max_476x317.jpg
5 bedroom terraced house for sale,"Elm Tree Close, St John's Wood, London, NW8","An immaculately presented house consisting of 3,078 sq ft (286 sq m) providing spacious family accommodation. Arranged over three floors, the property is situated within this private cul-de-sac on the West side of St John's Wood. The house is found in excellent condition and benefits from a delig...",18/05/2018,"Behr and Butchoff, St John's Wood","£5,650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/79k/78397/71249279/78397_SJW110289_IMG_08_0000_max_476x317.jpg
2 bedroom flat for sale,"De Vere Gardens, Kensington, London, W8",A luxurious apartment located on the 3rd floor (with lift) of this opulent mansion block. Boasting 24 hour concierge and a secure allocated underground parking space. ,22/05/2019,"Chestertons Estate Agents , Kensington High Street","£5,650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/32k/31605/74056280/31605_HEA182898_IMG_18_0000_max_476x317.jpg
3 bedroom flat for sale,"Holland Park, London, W11","A stunning split level apartment on the highly sought after Holland Park. Set within a beautiful white stucco villa this property has three large double bedrooms all with en suite bathrooms and plenty of storage, all on the same floor. The raised ground floor holds a large reception roo...",10/12/2019,"Chatterton Rees , London","£5,650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/161k/160349/87385544/160349_29326620_IMG_01_0000_max_476x317.jpg
2 bedroom flat for sale,"De Vere Gardens, London, W8","An exquisite 3rd floor apartment, with 2 bedroom suites, extending to 1844 sq/ft, and located opposite Kensington Palace Gardens. Private Parking, Lift, 24 hour concierge, Swimming Pool, Moments from Kensington Palace Gardens.",22/05/2019,"Hamptons International Sales, Kensington","£5,650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/38k/37922/80850512/37922_KEN170101_IMG_31_0000_max_476x317.jpg
5 bedroom flat for sale,"Prince Edward Mansions, Moscow Road, London, W2","With exceptional interiors by N-Studio, this incredible five-bedroom lateral, split-level penthouse has been fastidiously refurbished to present an incredibly rare and desirable space in the heart of Notting Hill. ",03/09/2019,"Domus Nova, Bayswater","£5,650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/100k/99884/64821408/99884_princeedwardmansions_IMG_02_0000_max_476x317.jpg
5 bedroom apartment for sale,"Prince Edward Mansions, Notting Hill, Moscow Road, W2","An exquisite and bright penthouse apartment by Northacre situated on the fourth and fifth floors of this highly sought-after portered mansion block. The property has the advantage of every room benefiting from spectacular far-reaching views with the principal rooms being south facing, which lends...",03/09/2019,"Russell Simpson, Kensington","£5,650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/205k/204992/84415136/204992_KEN190019_IMG_01_0000_max_476x317.jpg
4 bedroom penthouse for sale,"King Street, Covent Garden, WC2E","A spacious, split level penthouse with a private roof terrace in the heart of Covent Garden. This stunning, 2,770 sqft split level penthouse offers a rare opportunity to buy in a historic building on one of London’s most sought after squares. The property pr...",21/05/2018,"CBRE Residential, West End","£5,650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/81k/80905/60314683/80905_BOW150220_IMG_17_0001_max_476x317.jpg
5 bedroom town house for sale,"Elm Tree Close, St Johns Wood, London, NW8","An immaculately presented house comprising of 3,078 sq. ft (286 sq. m) providing spacious family accommodation. Arranged over three floors, the property is situated within this private cul-de-sac on the East side of St John?s Wood. The house is found in excellent condition and benefits from a del...",18/05/2018,"Ian Green Residential, London","£5,650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/74k/73947/65301928/73947_27372019_IMG_01_0000_max_476x317.jpg
2 bedroom flat for sale,"One Kensington Gardens, De Vere Gardens, London","An impressive two bedroom apartment situated on the third floor of this prestigious new development, One Kensington Gardens. The property benefits from having access to concierge services, 24 hour security, 25 metre indoor swimming pool, gymnasium, storage room and parking.",22/05/2019,"Strutt & Parker, Kensington","£5,650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/55k/54859/54774807/54859_LCD170066_IMG_02_0000_max_476x317.jpg
