title,address,description,date,seller,price,image
6 bedroom terraced house for sale,"Stanley Gardens, Notting Hill, London, W11","Fantastic communal garden house for sale in Notting Hill, W11 Arranged over six floors; this stunning property offers exceptional high quality modern living throughout. EPC: D. On the lower ground floor there is a large reception room offering superb light with floor to ceiling windows. This ...",26/04/2018,"Knight Frank, Notting Hill",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65821/72801350/65821_NGH170011_IMG_15_0005_max_476x317.jpg
3 bedroom apartment for sale,"Buckingham Gate, Westminster","This duplex penthouse apartment 482 sq m (5,189 sq ft), offers accommodation across two floors and two buildings with a total width of circa 60 feet (18.3 metres) across six windows, overlooking Buckingham Palace.",05/11/2019,"The Cloister, London","£16,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/52k/51305/86317121/51305_5604_IMG_02_0000_max_476x317.jpg
7 bedroom detached house for sale,"Acacia Road, St John's Wood, London, NW8","A rare opportunity to purchase a beautifully presented double fronted detached house (575sq. m/6,185sq. ft) arranged predominately on two floors only on the favoured East side of St Johns Wood with a carriage driveway. This magnificent home situated on one of St Johns Wood’s finest roads...",24/10/2019,"Ian Green Residential, London","£16,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/74k/73947/75010813/73947_29207812_IMG_01_0000_max_476x317.jpg
7 bedroom semi-detached house for sale,"Clarendon Road, Holland Park","This stunning seven bedroom semi-detached house, built in 1846, benefits from being one of the few houses on this premium road, backing onto an exclusive garden square.",23/08/2019,"Kinleigh Folkard & Hayward - Sales, Holland Park","£16,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/102k/101798/73702945/101798_2222789_IMG_18_0001_max_476x317.JPG
4 bedroom penthouse for sale,"Oceanic House, Cockspur Street, London",Striking four bedroom Penthouse apartment in the heart of St James's.,11/05/2019,"Strutt & Parker, London - New Homes","£16,250,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96919/71630173/96919_LNW190036_IMG_07_0000_max_476x317.jpg
4 bedroom flat for sale,"Cockspur Street, London, SW1Y","An exquisite duplex penthouse located within the iconic Oceanic House, built as the offices for the famous White Star Line shipping company. This unique penthouse offers open plan living space flowing seamlessly throughout, creating the perfect space to entertain family and friends. The penthouse...",19/02/2018,"Beauchamp Estates Ltd, Mayfair - Resale","£16,250,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/80k/79099/71563034/79099_1001574621_IMG_19_0000_max_476x317.jpg
7 bedroom terraced house for sale,"Wilton Place, Belgravia, SW1X","Recently Refurbished Seven Bedrooms, Eight Bathrooms Luxury House Situated In The Exclusive & Highly Sought-After Area Of Belgravia.  Just A Short Walk Away From Hyde Park, The Fine Restaurants, Cafes And Designer Boutiques Of Sloane Street & Brompton Road.  ",06/11/2019,"Knightsbridge, Estate Agents","£16,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/112k/111955/75324361/111955_707_IMG_01_0000_max_476x317.jpg
3 bedroom apartment for sale,"Albemarle Street, London, W1S",A spectacular lateral third floor apartment with grand entertaining spaces and high ceilings of approximately 3.4m.,02/10/2019,"Savills, Mayfair","£16,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/50k/49602/85342496/49602_MAS190026_IMG_01_0000_max_476x317.jpg
Land for sale,"Oak Hill Park, Hampstead, London, NW3",A unique opportunity to acquire a collection of freehold properties and garages within the private Oak Hill Park Estate.,,"Marketed Savills, Hampstead",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/49k/48928/85230731/48928_HAH190064_IMG_01_0000_max_476x317.jpg
3 bedroom penthouse for sale,"The Boiler House, Battersea Power Station, Battersea, SW8",Exclusive apartment available via our discreet marketing service. Contact us for further information. Battersea power station will set a new standard of luxury living in London. The apartment comprises an open plan reception including an open plan high specification kitchen with integrated applia...,,"Ernest-Brooks International, London",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/163k/162914/63617415/162914_CAN170569_IMG_01_0000_max_476x317.jpg
11 bedroom detached house for sale,"Frognal, Hampstead Village","This house enjoys a prominent position just three minutes' walk into Hampstead Village with much to offer from the abundance of stylish boutiques, top performing schools, independent shops and artisan food stores to the idyllic green spaces of Hampstead Heath and Kenwood. The house also benefits ...",03/07/2019,"Goldschmidt & Howland, Hampstead - Sales","£15,995,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/88k/87916/83054123/87916_HAM190201_IMG_01_0000_max_476x317.jpg
11 bedroom house for sale,"Frognal, Hampstead, London, NW3",A magnificent mansion which has undergone extensive renovation and offers accommodation for a large family and includes separate staff and guest quarters. The principal bedroom suite benefits from his & her bathrooms and dressing rooms and the gardens have been beautifully landscaped with a ...,01/07/2019,"Aston Chase, London","£15,995,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/85k/84235/72619585/84235_RGS190186_IMG_01_0000_max_476x317.jpg
11 bedroom detached house for sale,"Frognal, London, NW3","10 bedroom original detached house for sale in Hampstead Village, NW3 Refurbished to exacting standards this fabulous lateral house is situated in the heart of Hampstead and benefits from period features and contemporary styling. The property offers a separate guest house and a separate studio a...",27/06/2019,"Knight Frank, Hampstead","£15,995,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65806/72554332/65806_HAM120098_IMG_01_0000_max_476x317.jpg
5 bedroom penthouse for sale,"Hollandgreen Place, Kensington, London, W8","A wonderful duplex penthouse with superb views across London and a large roof terrace, 24hr concierge, secure parking, swimming pool, gym, spa, cinema and golf simulator.",26/09/2018,"Savills, Kensington","£15,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/49k/48934/83476784/48934_KEF170052_IMG_02_0000_max_476x317.jpg
4 bedroom terraced house for sale,"Egerton Crescent, London, SW3",MAGNIFICENT REFURBISHED KNIGHTSBRIDGE HOUSE,06/10/2019,"Savills, Knightsbridge","£15,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/26k/25602/74583655/25602_KNH190027_IMG_15_0000_max_476x317.jpg
7 bedroom terraced house for sale,"Brompton Square, London, SW3",Substantial Grade II listed Georgian house located in a prime Knightsbridge garden square.,25/11/2019,"Savills, Knightsbridge","£15,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/26k/25602/83477090/25602_KNH180058_IMG_01_0000_max_476x317.jpg
5 bedroom flat for sale,"Hollandgreen Place, London, W8",HOLLANDGREEN PLACE IS AN AWARD WINNING DEVELOPMENT It consists of three impressive interconnected buildings grouped around the former Institute's exhibition building which is now the home of the new Design Museum. Residents are looked after by a full time 24hr concierge team and also have use o...,25/09/2018,"Knight Frank, Kensington","£15,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65809/75874223/65809_KEN180108_IMG_01_0003_max_476x317.jpg
5 bedroom apartment for sale,"Montrose Place, London, SW1X",An exceptional five bedroom duplex apartment situated in one of London`s most desirable locations; Belgravia. The property benefits from a large reception room and an open plan kitchen and dining room and five spacious bedrooms with high ceilings throughout.,20/09/2019,"Rokstone, London","£15,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/177k/176396/84968279/176396_2572_ROKS_IMG_01_0000_max_476x317.jpg
7 bedroom house for sale,"Winnington Road, London, London, N2 ","Behind the traditional exterior lies a breath-taking contemporary home interior designed to the highest of standards. The house was rebuilt, behind the original facade, some 4 years ago and comprises over 10,000 sq ft/ 930 sq m. Winnington Road is a wide tree lined street with a reputation for ...",05/07/2018,"Arlington Residential, London","£15,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/196k/195398/59514054/195398_28467401_IMG_28_0000_max_476x317.jpg
6 bedroom detached house for sale,"Marlborough Place, St John's Wood, London, NW8","A rare opportunity to purchase a beautifully presented lateral detached Gothic villa (518 sq m/5,579 sq ft) arranged predominately over two floors with detailed (implemented) planning consent to provide 235 sq m/2,531 sq ft of additional lower ground floor accommodation. This very spec...",12/09/2018,"Aston Chase, London",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/85k/84235/70313950/84235_RGS180417_IMG_01_0000_max_476x317.jpg
7 bedroom house for sale,"Redington Road, Hampstead NW3","Occupying an elevated position on this prestigious road in Hampstead, is this imposing double fronted ambassadorial style detached residence, offering in excess of 7,600 sq ft (713 sq m) of accommodation and approached via a sweeping gated carriage drive. This magnificent home has been t...",11/11/2019,"TK International, Hampstead","£15,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/67k/66289/66336171/66289_29256496_IMG_01_0000_max_476x317.jpg
2 bedroom flat for sale,"Enstone Road, Enfield, EN3","This beautiful large 2-bedroom, purpose-built apartment, is perfectly located in Enfield. Ideal for commuters with Brimsdown Station only 0.2 miles distance and within walking distance to shops and amenities.",11/12/2019,"Atlantic Estates, London","£275,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/135k/134441/66981069/134441_Bradmore_Crt_EN3_IMG_01_0000_max_476x317.jpg
7 bedroom detached house for sale,"Hamm Common, Richmond, London, TW10","Well situated in its own spacious grounds, this magnificent newly built house blends well with the scale and style of the elegant 18th and 19th century houses that overlook Ham Common, in this charming location just off Richmond Park. The house is set back from the road with open vie...",08/11/2019,"Aylesford International, Chelsea",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/43k/42848/86415701/42848_CHE190003_IMG_01_0000_max_476x317.jpg
7 bedroom detached house for sale,"Greenaway Gardens, London, NW3","Elegant, detached home on a sought after road in Hampstead, NW3 Occupying a prominent position on the favoured south side of Hampsteads most coveted turning, a charming and elegant detached house arranged over three floors.
EPC E. Having been thoughtfully refurbished by the current owners when ...",19/02/2019,"Knight Frank, Hampstead","£15,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65806/70153144/65806_HAM180191_IMG_01_0001_max_476x317.jpg
5 bedroom maisonette for sale,"Hyde Park Gardens, London, W2","Set over the second and third floor of this grand Grade II listed building, Hyde Park Gardens offers spacious living areas with high ceilings and six large windows offering spectacular views over the gardens and beyond. There is potential for the development of a stunning open plan contemporar...",03/02/2019,"Beauchamp Estates Ltd, Mayfair - Resale","£15,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/80k/79099/69869860/79099_1009205581_IMG_01_0000_max_476x317.jpg
7 bedroom detached house for sale,"Redington Road, Hampstead, London, NW3","An imposing double fronted detached house, (713.3 sq m/7678 sq ft), occupying an elevated position on this prestigious road in the heart of Hampstead. The house is approached by a sweeping carriage driveway, and offers well-proportioned lateral accommodation is accessed via a grand reception hall...",11/11/2019,"Aston Chase, London","£15,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/85k/84235/75459733/84235_RGS190293_IMG_01_0000_max_476x317.jpg
3 bedroom apartment for sale,"Buckingham Gate, Westminster","This duplex penthouse apartment 482 sq m (5,189 sq ft), offers accommodation across two floors and two buildings with a total width of circa 60 feet (18.3 metres) across six windows, overlooking Buckingham Palace.",05/11/2019,"The Cloister, London","£15,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/52k/51305/86317316/51305_5605_IMG_01_0000_max_476x317.jpg
7 bedroom penthouse for sale,"Queenstown Road, Chelsea Bridge Wharf, Battersea Park, London, SW11","7 bed flat for sale in Chelsea Bridge Wharf, SW11 A must see, interior designed & highly distinctive penthouse apartment with seven bedrooms situated on the eleventh floor of the prestigious Lanson Building at Chelsea Bridge Wharf located a short walk from Sloane Square.
EPC: D A truly unique p...",03/04/2019,"Knight Frank, Battersea",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/88k/87310/80646002/87310_BAT180057_IMG_01_0005_max_476x317.jpg
7 bedroom detached house for sale,"Greenaway Gardens, London, NW3","New Instruction!A charming ambassadorial, detached family house on Hampstead's most coveted turning.Having been thoughtfully refurbished by the current owners the house offers spacious, well planned accommodation over 3 floors and retains a wealth of period features.",01/10/2019,"Marcus Parfitt Residential Sales, London","£15,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/196k/195101/85287512/195101_GrnawyGrdsNW3_IMG_00_0000_max_476x317.jpg
4 bedroom terraced house for sale,"Half Moon Street, Mayfair, London, W1J","An exceptional townhouse with cinema, lift and outside space Immaculately refurbished to the highest standard, this Grade II listed white stucco fronted house seamlessly blends contemporary design and period detail. An exceptional Grade II listed residence with accommodation spanning across f...",17/10/2019,"Knight Frank, Mayfair","£15,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65815/85714904/65815_WER190082_IMG_01_0000_max_476x317.jpg
6 bedroom house for sale,"Hamilton Terrace, London, NW8","A newly built 6 bedroom detached villa in St John's Wood A newly built, double fronted, detached villa. This impressive fully stucco fronted six bedroom residence (684.2 sq m/7,369 sq ft) has been magnificently designed for both formal entertaining as well as family living. The rooms have extrem...",18/05/2019,"Knight Frank, St John's Wood","£14,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65830/71775445/65830_SJW170035_IMG_01_0000_max_476x317.jpg
4 bedroom terraced house for sale,"Cheyne Walk, Chelsea, London, SW10",WONDERFUL GRADE II LISTED HOUSE OVERLOOKING THE RIVER WITH A LARGE GARDEN AND GARAGING.,17/03/2019,"Savills, Knightsbridge","£14,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/26k/25602/83477108/25602_SLH160054_IMG_01_0000_max_476x317.jpg
6 bedroom semi-detached house for sale,"Harley Gardens, Chelsea, London","Located in the heart of the Boltons Conservation Area, this outstanding six bedroom family house has been designed for easy living, benefiting from a lift that services all floors, off street parking, and underground parking.",15/10/2019,"Strutt & Parker, Fulham Road","£14,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/53k/52788/63563619/52788_WEC180144_IMG_01_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Lonsdale Road, Notting Hill, London, W11","Exceptional 5 bedroom house for sale in Notting Hill W11 with parking An opportunity to acquire an immaculately presented and newly refurbished five bedroom family house with sense of volume and light and with private parking, lift, pool and gym. EPC: C. This exceptional house is on the ground...",22/05/2018,"Knight Frank, Notting Hill","£14,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65821/70472240/65821_NGH170167_IMG_21_0004_max_476x317.jpg
5 bedroom terraced house for sale,"Lonsdale Road, Notting Hill, London, W11","A stunning, newly refurbished family house finished to the very highest standard. The property has been cleverly designed to give an incredible sense of volume and light.",22/05/2018,"Savills, Notting Hill","£14,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/90k/89770/73059037/89770_NOH170069_IMG_01_0000_max_476x317.jpg
3 bedroom apartment for sale,"Montrose Place, Belgravia SW1X","To the east of Belgrave Square, 10 Montrose Place is situated in one of London`s most desirable locations. This discreet, contemporary development comprises 18 large lateral apartments within two blocks centred around a colonnade and reception area that look out over a private, landscaped courtyard.",11/05/2019,"Rokstone, London","£14,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/177k/176396/81671930/176396_2044_IMG_01_0001_max_476x317.jpg
3 bedroom penthouse for sale,"Bolebec House, 10 Lowndes Street, London, SW1X","3 bedroom penthouse with triple aspect roof terrace for sale in SW1XThis unique, contemporary home has three bedroom suites, open plan living/dining and kitchen space, study and separate media room/gym leading directly to the roof terrace.EPC: F.Flooded with natural light and floor to ceili...",30/09/2017,"Knight Frank, Belgravia, covering Westminster","£14,900,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/95k/94745/62074879/94745_BGV150123_IMG_20_0005_max_476x317.jpg
3 bedroom apartment for sale,"Basil Street, Knightsbridge, SW3","Outstanding Brand Newly Developed Three Double Bedrooms, Four Bathrooms Lateral Apartment, Situated In This Sought After Portered Period Mansion Building In The Centre Of Knightsbridge. An Expansive 2,583 Sq Ft (240 Sq Meters) Internal Floor Area. ",13/02/2019,"Knightsbridge, Estate Agents","£14,900,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/112k/111955/70025839/111955_481_IMG_01_0000_max_476x317.jpg
9 bedroom terraced house for sale,"Upper Wimpole Street, Marylebone, London, W1G",An exceptional Grade II listed Georgian townhouse with a mews house and garage in the heart of Marylebone Village,18/10/2019,"Savills, Marylebone","£14,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/105k/104930/65843565/104930_MBS130010_IMG_01_0000_max_476x317.jpg
6 bedroom terraced house for sale,"Chester Street, Belgravia, London, SW1X","A superb 6 bedroom townhouse for sale in Belgravia SW1Benefitting from a south facing garden and a passenger lift, this six bedroom house has fantastic entertaining space. The property covers approximately 563 sq m (6,063 sq ft) including vaults.Grade II listed.The house has a huge amount o...",25/05/2018,"Knight Frank, Belgravia, covering Westminster","£14,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/95k/94745/65479264/94745_BGV170075_IMG_01_0009_max_476x317.jpg
9 bedroom terraced house for sale,"Upper Wimpole Street, Marylebone, London, W1G","6 Bedroom Terraced House & Attached 3 Bedroom Mews House in Marylebone A rare and exceptional Georgian townhouse with a connected mews house and garage in the heart of Marylebone Village. This beautiful home is set across five floors with approximately 7,526 sq ft of superb accommodation with a...",18/10/2019,"Knight Frank, Marylebone","£14,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/64k/63077/65848548/63077_MRY160187_IMG_01_0001_max_476x317.jpg
7 bedroom house for sale,"Queensberry Place, Kensington","An exquisite seven bedroom, five bathroom stucco fronted Victorian corner house, desirably situated in prestigious South Kensington.",15/07/2019,"The Cloister, London","£14,600,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/52k/51305/83328734/51305_5295_IMG_10_0000_max_476x317.jpeg
5 bedroom house for sale,"Chester Terrace, London, NW1","A beautifully interior designed four bedroom family residence with exceptional views of Regent's Park. Offering incredible living and entertainment space, this home affords a landscaped roof terrace as well as private parking and a private lift to all floors. Chester Terrace is superbly lo...",23/05/2019,"Beauchamp Estates Ltd, Mayfair - Resale","£14,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/80k/79099/71889094/79099_1013225258_IMG_01_0000_max_476x317.png
5 bedroom house for sale,"Chester Terrace, Regents Park NW1","An outstanding, Nash super prime residence located in Regent`s Park with stunning views over the Park. ",02/10/2019,"Rokstone, London","£14,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/177k/176396/85341353/176396_1303_ROKS_IMG_01_0001_max_476x317.jpg
5 bedroom house for sale,"Chester Terrace, London, NW1","A beautifully interior designed four bedroom family residence with exceptional views of Regent’s Park. Offering incredible living and entertainment space, this home affords a landscaped roof terrace as well as private parking and a private lift to all floors. Chester Terrace is superbly lo...",23/05/2019,"Beauchamp Estates, London","£14,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/184k/183887/72433210/183887_1013225258_IMG_17_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Chester Terrace, Regent's Park, NW1",Situated in a super prime location with exceptional views of Regent’s Park this stunning highly sought-after five bedroom 'Nash' family house on Chester Terrace has been finished to an exceptionally high standard.,23/05/2019,"Carter Jonas, Mayfair","£14,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/49k/48609/71877682/48609_MLE190054_IMG_01_0000_max_476x317.jpg
4 bedroom end of terrace house for sale,"Pepys Road, Wimbledon, SW20",A delightful Victorian four bedroom family house which provides very well proportioned and spacious accommodation on three floors. The property retains much character with beautiful coving and fireplaces. The house has two reception rooms and the kitchen/family room has bi-fold doors out on to th...,21/08/2019,"John D Wood & Co. Sales, Wimbledon Village","£1,175,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/682/84151445/682_WIM160225_IMG_03_0000_max_476x317.jpg
5 bedroom apartment for sale,"Montrose Place, Belgravia, London SW1X 7DU","An exceptional five bedroom apartment, boasting grand dimensions, private terrace, 24 hour concierge service, underground parking. 10 Montrose Place is one of the most prestigious and discreet developments in Belgravia with an impressive resident’s reception area overlooking a private landscap...",19/08/2019,"Smart Move Residential, London",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/79k/78068/84099116/78068_5415_IMG_01_0000_max_476x317.jpg
8 bedroom house for sale,"Wilton Crescent, London, SW1X","A rare development opportunity to acquire a Grade II listed freehold property set within this prime Belgravia area. Presently arranged at 3 duplex maisonettes, this property benefits from planning permission and listed building consent for the amalgamation into a single dwelling house, with e...",09/01/2019,"Beauchamp Estates Ltd, Mayfair - Resale","£14,250,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/80k/79099/69356155/79099_1006223057_IMG_01_0000_max_476x317.jpg
8 bedroom house for sale,"Wilton Crescent, Belgravia, London, SW1X","Unmodernised freehold property for sale in Belgravia SW1A rare opportunity to acquire a Grade II listed freehold property set within this prime Belgravia area.Presently arranged at 3 duplex maisonettes, this property benefits from planning permission and listed building consent for the amalga...",23/05/2019,"Knight Frank, Belgravia, covering Westminster","£14,250,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/95k/94745/68571163/94745_BGV180061_IMG_01_0004_max_476x317.jpg
5 bedroom house for sale,"Draycott Place, London, SW3","A 5 bedroom newly built house for sale in Chelsea SW3 An extremely grand newly built house in Chelsea, finished to an exceptionally high specification, behind a front facade retention. This five-bedroom family home benefits from a lift, generous entertainment space and leisure facilities. Approx...",03/10/2019,"Knight Frank, Knightsbridge","£14,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65827/85358795/65827_SLA190059_IMG_01_0000_max_476x317.jpg
10 bedroom detached house for sale,"Winnington Road, N2","Winnington Road is an important detached freehold family home, occupying a prime position in this internationally renowned avenue, with planning permission for a spectacular new mansion of 23,326 sq ft (2,167 sq m). Elevated and set well back from the road behind electric gates and a dee...",16/03/2018,"Glentree Estates Ltd, London",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/191k/190037/53318229/190037_26207631_IMG_13_0000_max_476x317.jpg
8 bedroom detached house for sale,"The Bishops Avenue, London, N2","A spectacular imposing gated 8 bedroom residence A gated, double fronted detached house located on this prestigious avenue in North West London. The house offers spectacular family accommodation with the additional benefit of a full leisure facilities. A gated, double-fronted detached house loc...",11/12/2019,"Knight Frank, Hampstead","£13,995,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65806/76088632/65806_HAM190165_IMG_01_0000_max_476x317.jpg
7 bedroom house for sale,"Thurloe Square, London, SW7","A Grade II listed house situated on one of London's most sought-after garden squares. The house has just finished an extensive scheme of redevelopment, including the installation of a new four-person passenger lift and air conditioning.",24/09/2019,"Alexander Millett , London","£13,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/215k/214526/85062860/214526_Thurloe_IMG_00_0000_max_476x317.jpg
7 bedroom terraced house for sale,"Thurloe Square, Knightsbridge, London, SW7","Newly redeveloped 7 bedroom freehold house with lift for sale in SW7 A Grade II listed house situated on one of London's most sought-after garden squares. The house has just finished an extensive scheme of redevelopment, including the installation of a new 4 person passenger lift and air conditi...",05/05/2018,"Knight Frank, Knightsbridge","£13,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65827/55204362/65827_SLA931510_IMG_22_0002_max_476x317.jpg
3 bedroom penthouse for sale,"Burlington Gate, 25 Cork Street, London, W1S","This three bedroom west facing duplex penthouse is situated in the quintessentially British, Rogers Stirk Harbour + Partners designed Burlington Gate development in Mayfair.",06/08/2019,"Savills New Homes, Margaret Street","£13,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/49k/48985/73376167/48985_LAD191026_IMG_02_0000_max_476x317.jpg
3 bedroom penthouse for sale,"Burlington Gate, 25 Cork Street, London",Stunning 3 bedroom apartment which epitomises the culture and luxury of Mayfair and the contemporary style of Burlington Gate.,10/10/2019,"Strutt & Parker, London - New Homes","£13,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96919/74688307/96919_LNW190089_IMG_01_0000_max_476x317.png
3 bedroom penthouse for sale,"Burlington Gate, 25 Cork Street, Mayfair, London, W1S","A stunning 3 bedroom Penthouse in Mayfair. Designed by world-class architects Rogers Strik Harbour & Partners, Burlington Gate is a collection of 42 exclusive apartments and penthouses. The devlopment inclides a private residents' lobby and seating area and an exclusive gymnasium and spa man...",20/08/2019,"Knight Frank - New Homes, Prime Central London Developments","£13,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/42k/41063/84120623/41063_KRD180772_IMG_01_0000_max_476x317.jpg
9 bedroom detached house for sale,"Norrice Lea, N2","This spectacular family home is set back from the road, providing complete privacy and peaceful surroundings. Measuring 12,776 sq. ft. and spanning just four floors, all of which are serviced by an internal lift, this is the perfect family home. Seven bedroom suites are well appointed ov...",19/06/2018,"Glentree Estates Ltd, London","£13,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/191k/190037/54947895/190037_27964785_IMG_01_0000_max_476x317.jpg
3 bedroom penthouse for sale,"Lowndes Square, London, SW1X",A beautifully designed penthouse apartment overlooking the gardens of Lowndes Square and benefitting from a porter and a share of the freehold.,19/07/2019,"Savills, Sloane Street","£13,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/49k/48943/73028929/48943_SLH180132_IMG_01_0000_max_476x317.jpg
3 bedroom penthouse for sale,"Lowndes Square, Knightsbridge, London, SW1X","An immaculate turnkey 3 bedroom new build penthouse for sale in SW1X An exquisite, penthouse apartment spread over 2 floors benefiting from a day porter and a share of the freehold. Approximately 316.05 sq m (3,402 sq ft). EPC: C This rare interior designed 3 bedroom lateral apartment, with ...",15/03/2019,"Knight Frank, Knightsbridge","£13,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65827/75725771/65827_KRD180670_IMG_01_0005_max_476x317.jpg
2 bedroom apartment for sale,"#5380, Fladgate House, 4 Circus Road West, Battersea","This Dual aspect 2 Bed apartment based within Fladgate House boasts stunning views from the 8th floor, and also benefits from a spacious winter garden overlooking the Power Station. This apartment offers a huge amount to an end user or investor looking to purchase within the Battersea Power Station",17/12/2019,"Battersea Power Station Estates, Battersea","£13,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/117k/116875/76233622/116875_F0803_IMG_01_0000_max_476x317.jpg
3 bedroom flat for sale,"77 Mayfair, South Audley Street, London, W1K","A beautifully finished 3 bedroom apartment overlooking South Audley Street Located in the heart of Mayfair, this exceptional three bedroom apartment on South Audley Street offers stylish and contemporary living, which benefits from a porter, spa and gym facilities, as well as an underground park...",24/07/2019,"Knight Frank, Mayfair","£13,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65815/81620450/65815_WER190007_IMG_01_0002_max_476x317.jpg
Plot for sale,"Three Kings Yard, London, W1K",Freehold Development opportunity with planning agreed for demolition of existing unit and new build of 10 flats.,,"Marketed Carter Jonas, Mayfair","£13,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/49k/48609/66506092/48609_MAY170037_IMG_02_0000_max_476x317.jpg
5 bedroom apartment for sale,"Orchard Court, Portman Square",A grand lateral flat with high ceilings and elegant proportions overlooking Portman Square. The apartment is situated on the 3rd floor of a highly regarded building which benefits from 24 hour porterage and passenger lift. Benefitting from 2 impressive reception rooms with 5 windows overlooking t...,09/11/2019,"Manors, London - Sales","£13,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/86k/85331/65216004/85331_BAK190645_IMG_05_0000_max_476x317.jpg
6 bedroom detached house for sale,"Belgravia, London, SW1","Please register for full details. This house offers an opportunity to create a superb family home. This elegant property has exceptional views directly over the garden square, good volume and natural light throughout. The property is currently laid out as a house with a mews to the rear. The prop...",12/03/2019,"Smart Move Residential, London","£13,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/79k/78068/80049419/78068_3676_IMG_01_0000_max_476x317.jpg
